ID,X,Y,W,X,Y,Z
0,-2.83898,-5.01955,0,0,0.70348,0.710715
1,-5.81292,-6.56461,0,0,0.74384,0.668357
2,-5.81292,-6.56461,0,0,0.74384,0.668357
