ID,X,Y,W,X,Y,Z
0,0.440379,-0.0439023,0,0,-0.0498502,0.998757
1,0.560745,1.57087,0,0,0.723347,0.690484
2,0.644744,1.70221,0,0,-0.757836,0.652445
3,0.384593,0.218074,0,0,-0.769772,0.638319
4,0.419845,0.159615,0,0,0.707377,0.706836
5,0.0698227,0.129075,0,0,-0.145682,0.989332
