ID,X,Y,W,X,Y,Z
0,0.182096,-0.0567164,0,0,0.0971033,0.995274
1,0.563831,1.35072,0,0,0.287365,0.957821
2,0.187505,0.10022,0,0,-0.0428739,0.99908
