ID,X,Y,W,X,Y,Z
0,-7.31364,0.105596,0,0,0.731289,0.682067
1,-7.53113,1.72889,0,0,0.740577,0.671972
2,-7.49071,3.38238,0,0,0.745992,0.665955
3,-5.26726,4.23369,0,0,-0.0536871,0.998558
4,-3.80915,1.47667,0,0,-0.633246,0.77395
5,-3.63487,-0.0530253,0,0,-0.665238,0.746632
6,-3.36494,1.47091,0,0,0.998677,0.0514298
7,-2.13181,-1.1986,0,0,0.0736834,0.997282
